@E: CS219 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":11:0:11:6|Expecting one of the keywords module, primitive or macromodule
@E: CG431 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":4938:21:4938:22|Expecting radix character (one of b, o, h, or d) or unsized single bit literal (one of '1, '0, 'x, 'z) 
@E: CG431 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":4938:23:4938:24|Expecting radix character (one of b, o, h, or d) or unsized single bit literal (one of '1, '0, 'x, 'z) 
@E: CG431 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":4940:26:4940:27|Expecting radix character (one of b, o, h, or d) or unsized single bit literal (one of '1, '0, 'x, 'z) 
@E: CG431 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":4946:16:4946:17|Expecting radix character (one of b, o, h, or d) or unsized single bit literal (one of '1, '0, 'x, 'z) 
@E: CG431 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":4948:26:4948:27|Expecting radix character (one of b, o, h, or d) or unsized single bit literal (one of '1, '0, 'x, 'z) 
@E: CG431 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":5271:42:5271:43|Expecting radix character (one of b, o, h, or d) or unsized single bit literal (one of '1, '0, 'x, 'z) 
@E: CS219 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":6080:0:6080:8|Expecting one of the keywords module, primitive or macromodule
@E: CS187 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":6600:4:6600:9|Expecting (
@E: CG431 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":6602:35:6602:36|Expecting radix character (one of b, o, h, or d) or unsized single bit literal (one of '1, '0, 'x, 'z) 
@E: CS187 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":6851:4:6851:9|Expecting (
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":6888:26:6888:27|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":6921:67:6921:68|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":6922:67:6922:68|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":6924:53:6924:54|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":6925:75:6925:76|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":6926:33:6926:34|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":6927:61:6927:62|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":6933:41:6933:42|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":6938:37:6938:38|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":6939:40:6939:41|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":6950:37:6950:38|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":6951:40:6951:41|Found unsized single bit literal in Verilog-2001 mode.
@E: CS187 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":6976:4:6976:9|Expecting (
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":7028:34:7028:35|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":7029:39:7029:40|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":7030:40:7030:41|Found unsized single bit literal in Verilog-2001 mode.
@E: CS187 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":7114:4:7114:9|Expecting (
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":7127:36:7127:37|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":7128:39:7128:40|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":7129:39:7129:40|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":7130:38:7130:39|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":7131:39:7131:40|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":7132:33:7132:34|Found unsized single bit literal in Verilog-2001 mode.
@E: CG666 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":7184:10:7184:14|Parse error at unexpected input token 'logic'
@E: CG666 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":7308:10:7308:14|Parse error at unexpected input token 'logic'
@E: CG431 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":7316:58:7316:59|Expecting radix character (one of b, o, h, or d) or unsized single bit literal (one of '1, '0, 'x, 'z) 
@E: CG666 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":7359:10:7359:14|Parse error at unexpected input token 'logic'
@E: CG431 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":7369:58:7369:59|Expecting radix character (one of b, o, h, or d) or unsized single bit literal (one of '1, '0, 'x, 'z) 
@E: CS187 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":7516:85:7516:85|Expecting =
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":7516:113:7516:114|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":7517:77:7517:78|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":7655:57:7655:58|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":7668:57:7668:58|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":7707:55:7707:56|Found unsized single bit literal in Verilog-2001 mode.
@E: CG431 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":7720:99:7720:100|Expecting radix character (one of b, o, h, or d) or unsized single bit literal (one of '1, '0, 'x, 'z) 
@E: CG431 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":7733:99:7733:100|Expecting radix character (one of b, o, h, or d) or unsized single bit literal (one of '1, '0, 'x, 'z) 
@E: CG431 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":7746:100:7746:101|Expecting radix character (one of b, o, h, or d) or unsized single bit literal (one of '1, '0, 'x, 'z) 
@E: CG431 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":7759:60:7759:61|Expecting radix character (one of b, o, h, or d) or unsized single bit literal (one of '1, '0, 'x, 'z) 
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":7759:62:7759:63|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":7772:53:7772:54|Found unsized single bit literal in Verilog-2001 mode.
@E: CG431 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":7785:60:7785:61|Expecting radix character (one of b, o, h, or d) or unsized single bit literal (one of '1, '0, 'x, 'z) 
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":7785:62:7785:63|Found unsized single bit literal in Verilog-2001 mode.
@E: CG431 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":7818:35:7818:36|Expecting radix character (one of b, o, h, or d) or unsized single bit literal (one of '1, '0, 'x, 'z) 
@E: CG431 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":7821:126:7821:127|Expecting radix character (one of b, o, h, or d) or unsized single bit literal (one of '1, '0, 'x, 'z) 
@E: CG431 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":7822:126:7822:127|Expecting radix character (one of b, o, h, or d) or unsized single bit literal (one of '1, '0, 'x, 'z) 
@E: CG431 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":7823:126:7823:127|Expecting radix character (one of b, o, h, or d) or unsized single bit literal (one of '1, '0, 'x, 'z) 
@E: CG431 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":7827:108:7827:109|Expecting radix character (one of b, o, h, or d) or unsized single bit literal (one of '1, '0, 'x, 'z) 
@E: CG431 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":7832:50:7832:51|Expecting radix character (one of b, o, h, or d) or unsized single bit literal (one of '1, '0, 'x, 'z) 
@E: CG431 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":7837:60:7837:61|Expecting radix character (one of b, o, h, or d) or unsized single bit literal (one of '1, '0, 'x, 'z) 
@E: CG431 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":7841:35:7841:36|Expecting radix character (one of b, o, h, or d) or unsized single bit literal (one of '1, '0, 'x, 'z) 
@E: CG431 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":7843:43:7843:44|Expecting radix character (one of b, o, h, or d) or unsized single bit literal (one of '1, '0, 'x, 'z) 
@E: CG431 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":7844:43:7844:44|Expecting radix character (one of b, o, h, or d) or unsized single bit literal (one of '1, '0, 'x, 'z) 
@E: CG431 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":7845:53:7845:54|Expecting radix character (one of b, o, h, or d) or unsized single bit literal (one of '1, '0, 'x, 'z) 
@E: CG431 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":7849:37:7849:38|Expecting radix character (one of b, o, h, or d) or unsized single bit literal (one of '1, '0, 'x, 'z) 
@E: CG431 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":7852:129:7852:130|Expecting radix character (one of b, o, h, or d) or unsized single bit literal (one of '1, '0, 'x, 'z) 
@E: CG431 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":7859:47:7859:48|Expecting radix character (one of b, o, h, or d) or unsized single bit literal (one of '1, '0, 'x, 'z) 
@E: CG431 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":7865:46:7865:47|Expecting radix character (one of b, o, h, or d) or unsized single bit literal (one of '1, '0, 'x, 'z) 
@E: CG431 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":7881:29:7881:30|Expecting radix character (one of b, o, h, or d) or unsized single bit literal (one of '1, '0, 'x, 'z) 
@E: CG431 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":7883:34:7883:35|Expecting radix character (one of b, o, h, or d) or unsized single bit literal (one of '1, '0, 'x, 'z) 
@E: CG431 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":7901:37:7901:38|Expecting radix character (one of b, o, h, or d) or unsized single bit literal (one of '1, '0, 'x, 'z) 
@E: CG431 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":7908:33:7908:34|Expecting radix character (one of b, o, h, or d) or unsized single bit literal (one of '1, '0, 'x, 'z) 
@E: CG431 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":7909:34:7909:35|Expecting radix character (one of b, o, h, or d) or unsized single bit literal (one of '1, '0, 'x, 'z) 
@E: CG431 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":7913:49:7913:50|Expecting radix character (one of b, o, h, or d) or unsized single bit literal (one of '1, '0, 'x, 'z) 
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":8003:59:8003:60|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":8016:58:8016:59|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":8029:59:8029:60|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":8042:57:8042:58|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":8055:59:8055:60|Found unsized single bit literal in Verilog-2001 mode.
